Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
👏👏👏👏👏,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_handsclapping_handsclapping_hand
Pra mim deverias acabar esse negócio de índio no Mato,Pra mim deverias acabar esse negócio de índio no Mato,pra mim deverias acabar esse negócio índio mato,"['pra', 'mim', 'deverias', 'acabar', 'esse', 'negócio', 'índio', 'mato']","['pra', 'mim', 'deverias', 'acabar', 'negócio', 'índio', 'mato']","['pra', 'mim', 'dev', 'acab', 'negóci', 'índi', 'mat']",pra mim dev acab negóci índi mat
...,...,,[],[],[],
Palhaco,Palhaco,palhaco,['palhaco'],['palhaco'],['palhac'],palhac
Arrasou 👌🏻,Arrasou :OK_hand_light_skin_tone:,arrasou ok_hand_light_skin_tone,"['arrasou', 'ok_hand_light_skin_tone']","['arrasou', 'ok_hand_light_skin_tone']","['arras', 'ok_hand_light_skin_ton']",arras ok_hand_light_skin_ton
Escárnio,Escárnio,escárnio,['escárnio'],['escárnio'],['escárni'],escárni
Cuidar da natureza enquanto usa produtos que foram construídos com a destruição dela kkkkkkk,Cuidar da natureza enquanto usa produtos que foram construídos com a destruição dela kkkkkkk,cuidar natureza enquanto usa produtos que foram construídos com destruição dela kkkkkkk,"['cuidar', 'natureza', 'enquanto', 'usa', 'produtos', 'que', 'foram', 'construídos', 'com', 'destruição', 'dela', 'kkkkkkk']","['cuidar', 'natureza', 'enquanto', 'usa', 'produtos', 'construídos', 'destruição', 'kkkkkkk']","['cuid', 'natur', 'enquant', 'usa', 'produt', 'constru', 'destru', 'kkkkkkk']",cuid natur enquant usa produt constru destru kkkkkkk
Indio mercenário,Indio mercenário,indio mercenário,"['indio', 'mercenário']","['indio', 'mercenário']","['indi', 'mercen']",indi mercen
@bancodobrasil devolve meu dinheiro q vcs se apropriaram indevidamente,@bancodobrasil devolve meu dinheiro q vcs se apropriaram indevidamente,bancodobrasil devolve meu dinheiro vcs apropriaram indevidamente,"['bancodobrasil', 'devolve', 'meu', 'dinheiro', 'vcs', 'apropriaram', 'indevidamente']","['bancodobrasil', 'devolve', 'dinheiro', 'vcs', 'apropriaram', 'indevidamente']","['bancodobrasil', 'devolv', 'dinh', 'vc', 'apropri', 'indevid']",bancodobrasil devolv dinh vc apropri indevid
Boa 🙌🔥,Boa :raising_hands::fire:,boa raising_handsfire,"['boa', 'raising_handsfire']","['boa', 'raising_handsfire']","['boa', 'raising_handsf']",boa raising_handsf
"Salve o povo da floresta! 
✨💚🏹🍃🌱🌳✨","Salve o povo da floresta! 
:sparkles::green_heart::bow_and_arrow::leaf_fluttering_in_wind::seedling::deciduous_tree::sparkles:",salve povo floresta sparklesgreen_heartbow_and_arrowleaf_fluttering_in_windseedlingdeciduous_treesparkles,"['salve', 'povo', 'floresta', 'sparklesgreen_heartbow_and_arrowleaf_fluttering_in_windseedlingdeciduous_treesparkles']","['salve', 'povo', 'floresta', 'sparklesgreen_heartbow_and_arrowleaf_fluttering_in_windseedlingdeciduous_treesparkles']","['salv', 'pov', 'florest', 'sparklesgreen_heartbow_and_arrowleaf_fluttering_in_windseedlingdeciduous_treesparkl']",salv pov florest sparklesgreen_heartbow_and_arrowleaf_fluttering_in_windseedlingdeciduous_treesparkl
😍,:smiling_face_with_heart-eyes:,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],['smiling_face_with_hearteyes'],['smiling_face_with_heartey'],smiling_face_with_heartey
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
👏👏,:clapping_hands::clapping_hands:,clapping_handsclapping_hands,['clapping_handsclapping_hands'],['clapping_handsclapping_hands'],['clapping_handsclapping_hand'],clapping_handsclapping_hand
🔥,:fire:,fire,['fire'],['fire'],['fir'],fir
🤜🏻🤛🏻💥💥💚💚,:right-facing_fist_light_skin_tone::left-facing_fist_light_skin_tone::collision::collision::green_heart::green_heart:,rightfacing_fist_light_skin_toneleftfacing_fist_light_skin_tonecollisioncollisiongreen_heartgreen_heart,['rightfacing_fist_light_skin_toneleftfacing_fist_light_skin_tonecollisioncollisiongreen_heartgreen_heart'],['rightfacing_fist_light_skin_toneleftfacing_fist_light_skin_tonecollisioncollisiongreen_heartgreen_heart'],['rightfacing_fist_light_skin_toneleftfacing_fist_light_skin_tonecollisioncollisiongreen_heartgreen_heart'],rightfacing_fist_light_skin_toneleftfacing_fist_light_skin_tonecollisioncollisiongreen_heartgreen_heart
🙌👏👏👏🔥 pra cima xondaro,:raising_hands::clapping_hands::clapping_hands::clapping_hands::fire: pra cima xondaro,raising_handsclapping_handsclapping_handsclapping_handsfire pra cima xondaro,"['raising_handsclapping_handsclapping_handsclapping_handsfire', 'pra', 'cima', 'xondaro']","['raising_handsclapping_handsclapping_handsclapping_handsfire', 'pra', 'cima', 'xondaro']","['raising_handsclapping_handsclapping_handsclapping_handsf', 'pra', 'cim', 'xondar']",raising_handsclapping_handsclapping_handsclapping_handsf pra cim xondar
EU AMO A MACONHA,EU AMO A MACONHA,amo maconha,"['amo', 'maconha']","['amo', 'maconha']","['amo', 'maconh']",amo maconh
EU VENDO MACONHA NO MUNDO INTEIRO,EU VENDO MACONHA NO MUNDO INTEIRO,vendo maconha mundo inteiro,"['vendo', 'maconha', 'mundo', 'inteiro']","['vendo', 'maconha', 'mundo', 'inteiro']","['vend', 'maconh', 'mund', 'int']",vend maconh mund int
FUNDAÇÃO IGREJA EVANGÉLICA DOS MACONHEIROS,FUNDAÇÃO IGREJA EVANGÉLICA DOS MACONHEIROS,fundação igreja evangélica dos maconheiros,"['fundação', 'igreja', 'evangélica', 'dos', 'maconheiros']","['fundação', 'igreja', 'evangélica', 'maconheiros']","['fund', 'igrej', 'evangél', 'maconh']",fund igrej evangél maconh
O EXÉRCITO BRASILEIRO É O MELHOR EXÉRCITO DO MUNDO,O EXÉRCITO BRASILEIRO É O MELHOR EXÉRCITO DO MUNDO,exército brasileiro melhor exército mundo,"['exército', 'brasileiro', 'melhor', 'exército', 'mundo']","['exército', 'brasileiro', 'melhor', 'exército', 'mundo']","['exércit', 'brasil', 'melhor', 'exércit', 'mund']",exércit brasil melhor exércit mund
@owera.oficial,@owera.oficial,oweraoficial,['oweraoficial'],['oweraoficial'],['oweraofic'],oweraofic
Vai firme irmão 🙏🙏🙏🙏🙌🙌🙌🙌,Vai firme irmão :folded_hands::folded_hands::folded_hands::folded_hands::raising_hands::raising_hands::raising_hands::raising_hands:,vai firme irmão folded_handsfolded_handsfolded_handsfolded_handsraising_handsraising_handsraising_handsraising_hands,"['vai', 'firme', 'irmão', 'folded_handsfolded_handsfolded_handsfolded_handsraising_handsraising_handsraising_handsraising_hands']","['vai', 'firme', 'irmão', 'folded_handsfolded_handsfolded_handsfolded_handsraising_handsraising_handsraising_handsraising_hands']","['vai', 'firm', 'irm', 'folded_handsfolded_handsfolded_handsfolded_handsraising_handsraising_handsraising_handsraising_hand']",vai firm irm folded_handsfolded_handsfolded_handsfolded_handsraising_handsraising_handsraising_handsraising_hand
🔥🔥🔥,:fire::fire::fire:,firefirefire,['firefirefire'],['firefirefire'],['firefiref'],firefiref
🔥🙌❤,:fire::raising_hands::red_heart:,fireraising_handsred_heart,['fireraising_handsred_heart'],['fireraising_handsred_heart'],['fireraising_handsred_heart'],fireraising_handsred_heart
👏👏👏😍,:clapping_hands::clapping_hands::clapping_hands::smiling_face_with_heart-eyes:,clapping_handsclapping_handsclapping_handssmiling_face_with_hearteyes,['clapping_handsclapping_handsclapping_handssmiling_face_with_hearteyes'],['clapping_handsclapping_handsclapping_handssmiling_face_with_hearteyes'],['clapping_handsclapping_handsclapping_handssmiling_face_with_heartey'],clapping_handsclapping_handsclapping_handssmiling_face_with_heartey
👏👏👏👏,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_handsclapping_hand
Demais!🙌❤️,Demais!:raising_hands::red_heart:,demaisraising_handsred_heart,['demaisraising_handsred_heart'],['demaisraising_handsred_heart'],['demaisraising_handsred_heart'],demaisraising_handsred_heart
aí simmm,aí simmm,simmm,['simmm'],['simmm'],['simmm'],simmm
❤️❤️❤️,:red_heart::red_heart::red_heart:,red_heartred_heartred_heart,['red_heartred_heartred_heart'],['red_heartred_heartred_heart'],['red_heartred_heartred_heart'],red_heartred_heartred_heart
Foi lindo @owera.oficial,Foi lindo @owera.oficial,foi lindo oweraoficial,"['foi', 'lindo', 'oweraoficial']","['lindo', 'oweraoficial']","['lind', 'oweraofic']",lind oweraofic
💜,:purple_heart:,purple_heart,['purple_heart'],['purple_heart'],['purple_heart'],purple_heart
Povos originários! ❤️,Povos originários! :red_heart:,povos originários red_heart,"['povos', 'originários', 'red_heart']","['povos', 'originários', 'red_heart']","['pov', 'origin', 'red_heart']",pov origin red_heart
🙌❤️🔥🔥🔥🔥🔥 parabéns irmão pelo seu lindo trabalho! Tamu junto guerreiro 🏹,:raising_hands::red_heart::fire::fire::fire::fire::fire: parabéns irmão pelo seu lindo trabalho! Tamu junto guerreiro :bow_and_arrow:,raising_handsred_heartfirefirefirefirefire parabéns irmão pelo seu lindo trabalho tamu junto guerreiro bow_and_arrow,"['raising_handsred_heartfirefirefirefirefire', 'parabéns', 'irmão', 'pelo', 'seu', 'lindo', 'trabalho', 'tamu', 'junto', 'guerreiro', 'bow_and_arrow']","['raising_handsred_heartfirefirefirefirefire', 'parabéns', 'irmão', 'lindo', 'trabalho', 'tamu', 'junto', 'guerreiro', 'bow_and_arrow']","['raising_handsred_heartfirefirefirefiref', 'parabém', 'irm', 'lind', 'trabalh', 'tamu', 'junt', 'guerr', 'bow_and_arrow']",raising_handsred_heartfirefirefirefiref parabém irm lind trabalh tamu junt guerr bow_and_arrow
Showw💪🏽✊🏾✨️💫❤️,Showw:flexed_biceps_medium_skin_tone::raised_fist_medium-dark_skin_tone::sparkles::dizzy::red_heart:,showwflexed_biceps_medium_skin_toneraised_fist_mediumdark_skin_tonesparklesdizzyred_heart,['showwflexed_biceps_medium_skin_toneraised_fist_mediumdark_skin_tonesparklesdizzyred_heart'],['showwflexed_biceps_medium_skin_toneraised_fist_mediumdark_skin_tonesparklesdizzyred_heart'],['showwflexed_biceps_medium_skin_toneraised_fist_mediumdark_skin_tonesparklesdizzyred_heart'],showwflexed_biceps_medium_skin_toneraised_fist_mediumdark_skin_tonesparklesdizzyred_heart
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
🙏🏻,:folded_hands_light_skin_tone:,folded_hands_light_skin_tone,['folded_hands_light_skin_tone'],['folded_hands_light_skin_tone'],['folded_hands_light_skin_ton'],folded_hands_light_skin_ton
👏👏👏👏,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_handsclapping_hand
Nice try Diddy,Nice try Diddy,nice try diddy,"['nice', 'try', 'diddy']","['nice', 'try', 'diddy']","['nic', 'try', 'diddy']",nic try diddy
É 1 é 2 são 3 indiozinhos!,É 1 é 2 são 3 indiozinhos!,são indiozinhos,"['são', 'indiozinhos']",['indiozinhos'],['indi'],indi
Meuu BB 💛💙,Meuu BB :yellow_heart::blue_heart:,meuu yellow_heartblue_heart,"['meuu', 'yellow_heartblue_heart']","['meuu', 'yellow_heartblue_heart']","['meuu', 'yellow_heartblue_heart']",meuu yellow_heartblue_heart
heé🗣️,heé:speaking_head:,heéspeaking_head,['heéspeaking_head'],['heéspeaking_head'],['heéspeaking_head'],heéspeaking_head
Banco que se junta com governo petista pra roubar do povo.,Banco que se junta com governo petista pra roubar do povo.,banco que junta com governo petista pra roubar povo,"['banco', 'que', 'junta', 'com', 'governo', 'petista', 'pra', 'roubar', 'povo']","['banco', 'junta', 'governo', 'petista', 'pra', 'roubar', 'povo']","['banc', 'junt', 'govern', 'petist', 'pra', 'roub', 'pov']",banc junt govern petist pra roub pov
"Vocês deviam ter vergonha na cara.  Meu marido é funcionário e cortaram a comissão dele, mesmo ele tendo direito.
""A contagem do tempo considera a data de 10/11/2017 como marco final. A nosso ver, o que determina a incorporação é a percepção mensal da gratificação de função. Assim, mesmo que o exercício da função tenha sido intermitente, mas com pagamento mensal da gratificação, a incorporação parece garantida.""
Ele tinha 10 anos de comissão em 2017 e mesmo assim cortaram.  Aguardem o processo.
Se não respeitam funcionário, não vão respeitar clientes.
Sou cliente Estilo, assim como muitos parentes.  Na terça iremos TODOS encerrar nossas contas.","Vocês deviam ter vergonha na cara.  Meu marido é funcionário e cortaram a comissão dele, mesmo ele tendo direito.
""A contagem do tempo considera a data de 10/11/2017 como marco final. A nosso ver, o que determina a incorporação é a percepção mensal da gratificação de função. Assim, mesmo que o exercício da função tenha sido intermitente, mas com pagamento mensal da gratificação, a incorporação parece garantida.""
Ele tinha 10 anos de comissão em 2017 e mesmo assim cortaram.  Aguardem o processo.
Se não respeitam funcionário, não vão respeitar clientes.
Sou cliente Estilo, assim como muitos parentes.  Na terça iremos TODOS encerrar nossas contas.",vocês deviam ter vergonha cara meu marido funcionário cortaram comissão dele mesmo ele tendo direito contagem tempo considera data 10112017 como marco final nosso ver que determina incorporação percepção mensal gratificação função assim mesmo que exercício função tenha sido intermitente mas com pagamento mensal gratificação incorporação parece garantida ele tinha anos comissão 2017 mesmo assim cortaram aguardem processo não respeitam funcionário não vão respeitar clientes sou cliente estilo assim como muitos parentes terça iremos todos encerrar nossas contas,"['vocês', 'deviam', 'ter', 'vergonha', 'cara', 'meu', 'marido', 'funcionário', 'cortaram', 'comissão', 'dele', 'mesmo', 'ele', 'tendo', 'direito', 'contagem', 'tempo', 'considera', 'data', '10112017', 'como', 'marco', 'final', 'nosso', 'ver', 'que', 'determina', 'incorporação', 'percepção', 'mensal', 'gratificação', 'função', 'assim', 'mesmo', 'que', 'exercício', 'função', 'tenha', 'sido', 'intermitente', 'mas', 'com', 'pagamento', 'mensal', 'gratificação', 'incorporação', 'parece', 'garantida', 'ele', 'tinha', 'anos', 'comissão', '2017', 'mesmo', 'assim', 'cortaram', 'aguardem', 'processo', 'não', 'respeitam', 'funcionário', 'não', 'vão', 'respeitar', 'clientes', 'sou', 'cliente', 'estilo', 'assim', 'como', 'muitos', 'parentes', 'terça', 'iremos', 'todos', 'encerrar', 'nossas', 'contas']","['deviam', 'ter', 'vergonha', 'cara', 'marido', 'funcionário', 'cortaram', 'comissão', 'tendo', 'direito', 'contagem', 'tempo', 'considera', 'data', '10112017', 'marco', 'final', 'ver', 'determina', 'incorporação', 'percepção', 'mensal', 'gratificação', 'função', 'assim', 'exercício', 'função', 'sido', 'intermitente', 'pagamento', 'mensal', 'gratificação', 'incorporação', 'parece', 'garantida', 'anos', 'comissão', '2017', 'assim', 'cortaram', 'aguardem', 'processo', 'respeitam', 'funcionário', 'vão', 'respeitar', 'clientes', 'cliente', 'estilo', 'assim', 'muitos', 'parentes', 'terça', 'iremos', 'todos', 'encerrar', 'contas']","['dev', 'ter', 'vergonh', 'car', 'marid', 'funcion', 'cort', 'comiss', 'tend', 'direit', 'cont', 'temp', 'consid', 'dat', '10112017', 'marc', 'final', 'ver', 'determin', 'incorpor', 'percepç', 'mens', 'gratific', 'funç', 'assim', 'exercíci', 'funç', 'sid', 'intermit', 'pag', 'mens', 'gratific', 'incorpor', 'parec', 'garant', 'ano', 'comiss', '2017', 'assim', 'cort', 'aguard', 'process', 'respeit', 'funcion', 'vão', 'respe', 'client', 'client', 'estil', 'assim', 'muit', 'parent', 'terç', 'ir', 'tod', 'encerr', 'cont']",dev ter vergonh car marid funcion cort comiss tend direit cont temp consid dat 10112017 marc final ver determin incorpor percepç mens gratific funç assim exercíci funç sid intermit pag mens gratific incorpor parec garant ano comiss 2017 assim cort aguard process respeit funcion vão respe client client estil assim muit parent terç ir tod encerr cont
